MakeDate,Month,Year,Housetype,Sales,Benchmark price,Open,High,Low,Close,Adj Close,Volume,Bank of Canada Target Overnight Rate,Births,Deaths,Immigrants,Emigrants,Returning emigrants,Net temporary emigration,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents
2007-12-01,12,2007,D,679,730399,13679.173673947,13753.357987368,13597.005242526,13670.631476105,13670.631476105,188840115.789474,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2010-07-01,7,2010,A,979,387879,11549.638160333,11609.209449476,11462.942801476,11558.590448286,11558.590448286,174158471.428571,0.75,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-07-01,7,2010,T,368,490995,11549.638160333,11609.209449476,11462.942801476,11558.590448286,11558.590448286,174158471.428571,0.75,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-07-01,7,2010,D,908,793193,11549.638160333,11609.209449476,11462.942801476,11558.590448286,11558.590448286,174158471.428571,0.75,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2015-12-01,12,2015,A,1225,436200,13131.952380905,13207.381045286,13041.876255571,13115.161830429,13115.161830429,214070252.380952,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-12-01,12,2015,T,466,543700,13131.952380905,13207.381045286,13041.876255571,13115.161830429,13115.161830429,214070252.380952,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-12-01,12,2015,D,1136,1248600,13131.952380905,13207.381045286,13041.876255571,13115.161830429,13115.161830429,214070252.380952,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2021-06-01,6,2021,A,1774,737600,20117.200195182,20161.0907315,20056.868341636,20110.072798318,20110.072798318,229490768.181818,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-06-01,6,2021,T,726,946900,20117.200195182,20161.0907315,20056.868341636,20110.072798318,20110.072798318,229490768.181818,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-06-01,6,2021,D,1262,1801100,20117.200195182,20161.0907315,20056.868341636,20110.072798318,20110.072798318,229490768.181818,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2011-11-01,11,2011,A,1000,399686,12045.350097727,12135.454589909,11938.713600773,12038.090997909,12038.090997909,197608240.909091,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-11-01,11,2011,T,444,510960,12045.350097727,12135.454589909,11938.713600773,12038.090997909,12038.090997909,197608240.909091,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-11-01,11,2011,D,916,890204,12045.350097727,12135.454589909,11938.713600773,12038.090997909,12038.090997909,197608240.909091,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2010-12-01,12,2010,A,811,387115,13267.138067476,13311.352399619,13216.795200857,13275.438197476,13275.438197476,195339985.714286,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-12-01,12,2010,T,319,490869,13267.138067476,13311.352399619,13216.795200857,13275.438197476,13275.438197476,195339985.714286,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-12-01,12,2010,D,769,797868,13267.138067476,13311.352399619,13216.795200857,13275.438197476,13275.438197476,195339985.714286,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2009-08-01,8,2009,A,1464,369263,10819.315039,10895.10498045,10721.540039,10816.36000975,10816.36000975,177113825,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-08-01,8,2009,T,610,459159,10819.315039,10895.10498045,10721.540039,10816.36000975,10816.36000975,177113825,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-08-01,8,2009,D,1367,732656,10819.315039,10895.10498045,10721.540039,10816.36000975,10816.36000975,177113825,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2019-05-01,5,2019,A,1246,664200,16303.081764955,16356.213689682,16253.427246136,16316.763760682,16316.763760682,216000386.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-05-01,5,2019,T,419,779400,16303.081764955,16356.213689682,16253.427246136,16316.763760682,16316.763760682,216000386.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-05-01,5,2019,D,913,1421900,16303.081764955,16356.213689682,16253.427246136,16316.763760682,16316.763760682,216000386.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-01-01,1,2019,A,559,658600,14983.663662955,15059.504438864,14935.681818273,15031.886230364,15031.886230364,237062686.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-01-01,1,2019,T,205,800600,14983.663662955,15059.504438864,14935.681818273,15031.886230364,15031.886230364,237062686.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-01-01,1,2019,D,339,1453400,14983.663662955,15059.504438864,14935.681818273,15031.886230364,15031.886230364,237062686.363636,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2013-08-01,8,2013,A,1018,366100,12614.647553905,12675.847516714,12567.685686333,12622.700009333,12622.700009333,119729328.571429,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-08-01,8,2013,T,444,457000,12614.647553905,12675.847516714,12567.685686333,12622.700009333,12622.700009333,119729328.571429,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-08-01,8,2013,D,1052,923700,12614.647553905,12675.847516714,12567.685686333,12622.700009333,12622.700009333,119729328.571429,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2012-08-01,8,2012,A,725,370100,11925.327281682,11966.549982227,11865.499999909,11921.000000045,11921.000000045,137993904.545455,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-08-01,8,2012,T,300,462300,11925.327281682,11966.549982227,11865.499999909,11921.000000045,11921.000000045,137993904.545455,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-08-01,8,2012,D,624,942100,11925.327281682,11966.549982227,11865.499999909,11921.000000045,11921.000000045,137993904.545455,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2007-03-01,3,2007,A,1532,349373,13020.340909,13090.477272727,12955.231800318,13026.081809227,13026.081809227,194157718.181818,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-03-01,3,2007,T,651,428299,13020.340909,13090.477272727,12955.231800318,13026.081809227,13026.081809227,194157718.181818,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-03-01,3,2007,D,1399,682173,13020.340909,13090.477272727,12955.231800318,13026.081809227,13026.081809227,194157718.181818,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2006-08-01,8,2006,A,1295,331519,12032.095436773,12078.7273615,11979.022682818,12035.240989,12035.240989,167049486.363636,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-08-01,8,2006,T,536,406676,12032.095436773,12078.7273615,11979.022682818,12035.240989,12035.240989,167049486.363636,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-08-01,8,2006,D,1167,653616,12032.095436773,12078.7273615,11979.022682818,12035.240989,12035.240989,167049486.363636,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
